Datetime,NVDA,AMZN,AAPL,TSLA,BAC
2024-06-05 12:30:00-04:00,6793674,2734454,4380580,4811381,2232856
2024-06-05 13:30:00-04:00,5304707,2482647,5004091,4620664,3055261
2024-06-05 14:30:00-04:00,6296734,2617407,4731794,4314752,4152359
2024-06-05 15:30:00-04:00,4728006,2973264,6222302,3624987,4105063
2024-06-06 09:30:00-04:00,28192095,6123992,9631306,18902092,4485202
2024-06-06 10:30:00-04:00,8848457,4304987,4451666,7315477,2645948
2024-06-06 11:30:00-04:00,5825782,2666387,3210636,6857842,2944607
2024-06-06 12:30:00-04:00,7119419,1759845,3210252,11637453,2086594
2024-06-06 13:30:00-04:00,4158551,2027141,3816320,10403777,3458997
2024-06-06 14:30:00-04:00,4716411,3215497,3431671,5898321,2925400
2024-06-06 15:30:00-04:00,4673414,5264553,5961018,5846036,5773358
2024-06-07 09:30:00-04:00,11833822,6178475,10154074,17602305,5017012
2024-06-07 10:30:00-04:00,4379551,3633208,6480520,9481418,3072763
2024-06-07 11:30:00-04:00,4445828,2443785,7373793,5874835,2597170
2024-06-07 12:30:00-04:00,5194243,2727786,4552773,5697717,2944082
2024-06-07 13:30:00-04:00,4597849,2330317,5669748,5976517,2109723
2024-06-07 14:30:00-04:00,4110651,2157818,4413006,4637943,2427629
2024-06-07 15:30:00-04:00,4115987,2771026,7738011,3960904,4057936
2024-06-10 09:30:00-04:00,97470996,6037777,15640700,14101822,5587235
2024-06-10 10:30:00-04:00,52422800,3839782,5515526,7841860,3433538
2024-06-10 11:30:00-04:00,33786036,2775287,6844150,4879958,4167975
2024-06-10 12:30:00-04:00,29449166,2829134,7537803,5389855,2272540
2024-06-10 13:30:00-04:00,27349205,3301292,23696662,5312827,2098749
2024-06-10 14:30:00-04:00,33066431,3175448,17145821,5475787,2203495
2024-06-10 15:30:00-04:00,22007126,3809980,9924521,3939643,4875385
2024-06-11 09:30:00-04:00,65926569,5704366,41754118,21259041,8584949
2024-06-11 10:30:00-04:00,33197756,2521971,33923446,9834691,4332582
2024-06-11 11:30:00-04:00,40854838,2909697,23287350,8017373,2866333
2024-06-11 12:30:00-04:00,17406621,2429197,15916325,6208819,3131876
2024-06-11 13:30:00-04:00,15846329,2312162,11453848,5546817,2849884
2024-06-11 14:30:00-04:00,18277076,2691133,12935816,5815826,3622001
2024-06-11 15:30:00-04:00,14607752,3011966,16510894,4763283,6759474
2024-06-12 09:30:00-04:00,96498762,8659898,56496065,23229510,8602292
2024-06-12 10:30:00-04:00,47269209,3964316,28525914,15551335,5707591
2024-06-12 11:30:00-04:00,24754779,3149297,17483667,13951085,4371032
2024-06-12 12:30:00-04:00,22202179,2114093,12561436,6682099,2043021
2024-06-12 13:30:00-04:00,27222005,3271506,17876803,8775301,4469590
2024-06-12 14:30:00-04:00,29826604,4067002,23575609,9908220,4171037
2024-06-12 15:30:00-04:00,23271771,3594213,27633505,7244082,5816367
2024-06-13 09:30:00-04:00,91856336,7117570,30111186,51500769,7851256
2024-06-13 10:30:00-04:00,31939114,5397369,11890302,18846663,3627946
2024-06-13 11:30:00-04:00,24525940,5929719,8952250,11107560,3738895
2024-06-13 12:30:00-04:00,21278424,3700673,6757287,8039080,2866501
2024-06-13 13:30:00-04:00,17185929,2468898,6146495,6522802,2274823
2024-06-13 14:30:00-04:00,27268436,2589207,12111802,6789247,3395451
2024-06-13 15:30:00-04:00,19991914,4045437,9252524,7950205,7349096
2024-06-14 09:30:00-04:00,96646990,5419620,16970905,30806798,8140660
2024-06-14 10:30:00-04:00,45049456,2743054,9007098,12639953,4779217
2024-06-14 11:30:00-04:00,38365593,2541114,9057332,10135975,2963035
2024-06-14 12:30:00-04:00,28932111,1662650,6971182,6472900,2809251
2024-06-14 13:30:00-04:00,27131550,1934690,5419804,6048331,2469027
2024-06-14 14:30:00-04:00,28247358,1835948,5080813,6783180,2241208
2024-06-14 15:30:00-04:00,20092283,2234525,7731194,5476629,3831782
2024-06-17 09:30:00-04:00,104654313,6628055,23579228,23372206,6286014
2024-06-17 10:30:00-04:00,34285425,3412238,11752782,24402195,2741077
2024-06-17 11:30:00-04:00,28985968,3042035,7605894,12213924,1987909
2024-06-17 12:30:00-04:00,25974696,3004162,7465754,10756746,2310059
2024-06-17 13:30:00-04:00,21674725,4832923,8525981,12094372,2461798
2024-06-17 14:30:00-04:00,21273256,3981793,9383966,10743366,3063188
2024-06-17 15:30:00-04:00,24008812,3842906,11852085,9455818,3340598
2024-06-18 09:30:00-04:00,78263233,7531441,21562377,25001940,5045920
2024-06-18 10:30:00-04:00,31207876,4763495,11158176,13345347,2822552
2024-06-18 11:30:00-04:00,35425830,3983779,7665650,7204863,2451617
2024-06-18 12:30:00-04:00,34389569,3917214,7074821,6152211,2137828
2024-06-18 13:30:00-04:00,38022838,2308037,5483651,5674766,1987484
2024-06-18 14:30:00-04:00,28647978,2535781,7084903,4365979,2543115
2024-06-18 15:30:00-04:00,23745246,2969989,7980426,3519355,5277013
2024-06-20 09:30:00-04:00,146856803,10273344,18864147,18894354,6469032
2024-06-20 10:30:00-04:00,45306162,6186905,12783233,8206286,2658087
2024-06-20 11:30:00-04:00,58924575,5147600,9155236,4934812,1961808
2024-06-20 12:30:00-04:00,76306044,2929201,6958427,6283227,2220783
2024-06-20 13:30:00-04:00,63217513,3645356,6536332,5274417,2941332
2024-06-20 14:30:00-04:00,44957208,3498658,8591610,4327111,3415542
2024-06-20 15:30:00-04:00,35806912,4319358,9279123,3772053,4242217
2024-06-21 09:30:00-04:00,167898676,20170715,29890095,20397613,11481854
2024-06-21 10:30:00-04:00,57256665,3507532,9274770,9540191,1858184
2024-06-21 11:30:00-04:00,50080293,4384449,4060107,4445180,2414774
2024-06-21 12:30:00-04:00,40958655,2924279,8297469,4092050,2125155
2024-06-21 13:30:00-04:00,43201862,3382552,5231252,4071579,2058700
2024-06-21 14:30:00-04:00,32091365,2484694,9306373,3733610,2995543
2024-06-21 15:30:00-04:00,40322778,7529391,19612185,6256377,7346709
2024-06-24 09:30:00-04:00,118175409,11849411,15818722,25449582,5601234
2024-06-24 10:30:00-04:00,101678036,7634925,13997902,10961865,3276629
2024-06-24 11:30:00-04:00,44960252,3585241,8594567,4512822,1590170
2024-06-24 12:30:00-04:00,40844824,3354776,6365972,4500454,1731877
2024-06-24 13:30:00-04:00,36757889,3071079,5647376,4245320,1967834
2024-06-24 14:30:00-04:00,41572729,3703186,5602001,4537312,2762235
2024-06-24 15:30:00-04:00,40907632,4006112,8540682,4395552,5056650
2024-06-25 09:30:00-04:00,127924813,6034642,14332677,19831866,5947003
2024-06-25 10:30:00-04:00,59868901,3700057,6546201,8823107,3309905
2024-06-25 11:30:00-04:00,51742634,3878609,3540240,9033918,2144807
2024-06-25 12:30:00-04:00,40123900,2498251,3379196,5641166,3070962
2024-06-25 13:30:00-04:00,28842240,2139110,3356142,5372795,1846502
2024-06-25 14:30:00-04:00,34177398,2832930,3656016,5685173,2543791
2024-06-25 15:30:00-04:00,32599183,5764659,5902321,3980354,4961080
2024-06-26 09:30:00-04:00,106119299,8772379,15333791,30500888,10636151
2024-06-26 10:30:00-04:00,66126499,10635615,8758442,11006490,5674072
2024-06-26 11:30:00-04:00,36856476,7248775,6975792,12639066,4085300
2024-06-26 12:30:00-04:00,31378839,8384554,4272468,7771004,4785971
2024-06-26 13:30:00-04:00,22246109,8783036,5926758,9763100,4395517
2024-06-26 14:30:00-04:00,27273395,6647343,5748909,9687429,3410734
2024-06-26 15:30:00-04:00,37210223,5687328,5827438,9259075,4769921
2024-06-27 09:30:00-04:00,72053266,15732171,14261692,27604291,8962425
2024-06-27 10:30:00-04:00,35910486,6641880,6786057,11679105,3644387
2024-06-27 11:30:00-04:00,30796076,14685215,4414449,7681449,1960773
2024-06-27 12:30:00-04:00,25678151,12095375,3649798,5580593,1386388
2024-06-27 13:30:00-04:00,16594108,6520119,3166588,5164761,1696287
2024-06-27 14:30:00-04:00,20853277,5879030,3516414,4884754,2577423
2024-06-27 15:30:00-04:00,23652931,5790878,5152491,6425266,4017196
2024-06-28 09:30:00-04:00,78660336,13271746,13755548,31663590,7637530
2024-06-28 10:30:00-04:00,45426717,6795588,6226559,13738003,5049907
2024-06-28 11:30:00-04:00,31025455,5419716,5602697,13376268,2750666
2024-06-28 12:30:00-04:00,34866391,4994768,4952402,9751737,1884330
2024-06-28 13:30:00-04:00,20565057,3935937,3774396,5035823,1792363
2024-06-28 14:30:00-04:00,19840275,4246427,4936041,5588993,2518933
2024-06-28 15:30:00-04:00,31712827,8646318,13592315,7806119,6963425
2024-07-01 09:30:00-04:00,103223013,12008810,14827486,43334831,8068322
2024-07-01 10:30:00-04:00,42716633,5234499,7684917,23544553,2782444
2024-07-01 11:30:00-04:00,34102624,4300973,6860373,12999734,2140536
2024-07-01 12:30:00-04:00,23718918,4122126,8436608,9330148,1567493
2024-07-01 13:30:00-04:00,22398563,3503373,4141471,15262650,2189537
2024-07-01 14:30:00-04:00,19875552,3742679,5270483,14670883,2425484
2024-07-01 15:30:00-04:00,18142724,3135886,5500033,11024848,3971294
2024-07-02 09:30:00-04:00,70582013,8703151,14475116,73622009,5120827
2024-07-02 10:30:00-04:00,32799393,4920922,11555006,40081170,3051974
2024-07-02 11:30:00-04:00,21961386,3139801,5151809,21017667,2078957
2024-07-02 12:30:00-04:00,20690800,7932980,3236672,14462299,3020931
2024-07-02 13:30:00-04:00,16128516,6192366,3762941,17485747,2641343
2024-07-02 14:30:00-04:00,17250237,3724940,4789218,13829481,4644776
2024-07-02 15:30:00-04:00,18584269,4101374,5279602,14895715,5328044
2024-07-03 09:30:00-04:00,54930564,11638469,14372255,71003540,5622713
2024-07-03 10:30:00-04:00,60513686,7240551,6600486,48952000,3769846
2024-07-03 11:30:00-04:00,47482022,4608627,5274586,25523183,2534721
2024-07-05 09:30:00-04:00,68987172,12328446,17905237,54276039,3936730
2024-07-05 10:30:00-04:00,27962444,3842367,6883671,22722967,2561987
2024-07-05 11:30:00-04:00,24476857,4113564,5004157,15033144,2116957
2024-07-05 12:30:00-04:00,18096949,2649478,3808323,13828783,1391517
2024-07-05 13:30:00-04:00,15432455,2762598,4601702,16871953,1605365
2024-07-05 14:30:00-04:00,15743317,2486280,4332445,15136314,2320082
2024-07-05 15:30:00-04:00,18266267,3518373,7165954,11194774,2437462
2024-07-08 09:30:00-04:00,87597406,10783339,16387202,39732723,4146421
2024-07-08 10:30:00-04:00,38371522,3312481,8150247,24857126,2271464
2024-07-08 11:30:00-04:00,22899126,3425951,5305936,23474007,3226163
2024-07-08 12:30:00-04:00,15714135,2698383,4946609,23325802,1491449
2024-07-08 13:30:00-04:00,17193114,3006931,4890440,14895592,1787541
2024-07-08 14:30:00-04:00,17209747,2732329,4484923,14056742,2211446
2024-07-08 15:30:00-04:00,16886074,3061628,6040675,12711941,3797237
2024-07-09 09:30:00-04:00,98871596,7854901,13450286,37588834,4259057
2024-07-09 10:30:00-04:00,39801800,3546775,8133838,22459695,6407762
2024-07-09 11:30:00-04:00,25260665,2950082,4278456,27271337,4659456
2024-07-09 12:30:00-04:00,40099885,2577992,4244252,24952439,3280000
2024-07-09 13:30:00-04:00,17349387,2934626,3230951,18316161,2600489
2024-07-09 14:30:00-04:00,24140750,3377974,3274100,15324132,2536630
2024-07-09 15:30:00-04:00,17918459,2959003,4806474,9828673,5374610
2024-07-10 09:30:00-04:00,74908906,6970248,14711583,38946579,4070340
2024-07-10 10:30:00-04:00,36272180,5508416,6360484,21403881,3086475
2024-07-10 11:30:00-04:00,22686043,3210696,9467527,13761208,1708926
2024-07-10 12:30:00-04:00,25202781,3040028,7182941,13673701,1688602
2024-07-10 13:30:00-04:00,14820038,1800140,4334817,15570126,1356221
2024-07-10 14:30:00-04:00,19804980,3504560,4261881,12619474,2127704
2024-07-10 15:30:00-04:00,20238999,3108102,7115598,8299970,3348693
2024-07-11 09:30:00-04:00,101644252,10991975,16644797,48198511,6149257
2024-07-11 10:30:00-04:00,63998380,6282855,10923612,26929787,2965114
2024-07-11 11:30:00-04:00,55276495,4541923,7102718,55325575,2873865
2024-07-11 12:30:00-04:00,28150211,2966298,5833847,24101902,2015912
2024-07-11 13:30:00-04:00,28603554,3996854,3327985,20557060,2703889
2024-07-11 14:30:00-04:00,34630925,3499640,4129270,19100182,2146386
2024-07-11 15:30:00-04:00,29730261,4283958,6050973,15527273,5574318
2024-07-12 09:30:00-04:00,74832139,6881419,14080146,57459666,8688086
2024-07-12 10:30:00-04:00,37619263,3944012,7527748,29203318,2990170
2024-07-12 11:30:00-04:00,22538848,2872973,5014273,19368095,2636124
2024-07-12 12:30:00-04:00,16417316,1996627,4220317,12388688,2383586
2024-07-12 13:30:00-04:00,23158310,3273397,4525973,11905462,2549197
2024-07-12 14:30:00-04:00,24267008,2356349,3484723,10105626,2944835
2024-07-12 15:30:00-04:00,31584753,3727137,5822133,11035968,4020968
2024-07-15 09:30:00-04:00,59254878,6713775,20535733,47348520,7186183
2024-07-15 10:30:00-04:00,25346415,4301732,6741084,20920042,4241980
2024-07-15 11:30:00-04:00,33784588,8228199,6661308,18489728,3771096
2024-07-15 12:30:00-04:00,18844928,6758453,3851727,13162209,2597502
2024-07-15 13:30:00-04:00,20400803,3284444,3774759,10405714,3810195
2024-07-15 14:30:00-04:00,17233191,2609634,4097236,14336522,2963923
2024-07-15 15:30:00-04:00,16064452,3218739,5847732,14828122,6196828
2024-07-16 09:30:00-04:00,67705595,10523402,11433979,40692664,22912025
2024-07-16 10:30:00-04:00,28994426,3407301,5219269,18959234,11937036
2024-07-16 11:30:00-04:00,20771347,3174735,5683620,15286092,7973610
2024-07-16 12:30:00-04:00,20501787,2454048,4383942,12278404,6668249
2024-07-16 13:30:00-04:00,19849550,2960844,3187466,14096229,5014179
2024-07-16 14:30:00-04:00,17548359,3264654,3209757,13092471,5841891
2024-07-16 15:30:00-04:00,16818520,3034418,2857260,8311100,8244481
2024-07-17 09:30:00-04:00,118536934,12602745,17630432,35357246,15024666
2024-07-17 10:30:00-04:00,47616254,6348450,5951133,18784795,10022040
2024-07-17 11:30:00-04:00,47811674,4098501,4229799,15712002,7149538
2024-07-17 12:30:00-04:00,47435831,5210979,3870619,11645762,5683200
2024-07-17 13:30:00-04:00,30229069,2534536,4477036,10145298,3957034
2024-07-17 14:30:00-04:00,32007643,5100366,4776274,11015128,6060271
2024-07-17 15:30:00-04:00,30255002,4993547,6250577,7465528,10203485
2024-07-18 09:30:00-04:00,87415469,9087442,12105218,29721071,9008344
2024-07-18 10:30:00-04:00,59381800,10569757,12436258,18828989,7301076
2024-07-18 11:30:00-04:00,42273236,7398634,7965624,12001683,5425994
2024-07-18 12:30:00-04:00,34901585,6775999,6798222,11649372,3574638
2024-07-18 13:30:00-04:00,24825653,3481565,5011871,10669932,3842486
2024-07-18 14:30:00-04:00,26924135,4352384,4639961,14958921,4794878
2024-07-18 15:30:00-04:00,24196877,4248216,5051993,7724123,7414442
2024-07-19 09:30:00-04:00,54354646,16109679,14532936,26175921,10036249
2024-07-19 10:30:00-04:00,31053648,4312242,5048006,14432564,6317670
2024-07-19 11:30:00-04:00,19430625,2947084,5582598,12815123,3391840
2024-07-19 12:30:00-04:00,25397386,3556483,3519449,9249296,3284568
2024-07-19 13:30:00-04:00,21368087,2848696,3290229,7735178,2977879
2024-07-19 14:30:00-04:00,20177064,4496124,3663851,6912571,3580632
2024-07-19 15:30:00-04:00,21873094,4098190,5391560,5800945,6689769
2024-07-22 09:30:00-04:00,75041434,9497994,10034749,32664469,13355159
2024-07-22 10:30:00-04:00,34574339,4237044,6311242,12960322,5319172
2024-07-22 11:30:00-04:00,24045869,3226071,5069673,11134458,3357478
2024-07-22 12:30:00-04:00,20145140,2518257,3586983,9857437,3536973
2024-07-22 13:30:00-04:00,27192892,3043550,3036671,9536735,2554049
2024-07-22 14:30:00-04:00,25875275,2767609,4186965,11331034,3307228
2024-07-22 15:30:00-04:00,20012085,3786665,4547672,7550706,6243950
2024-07-23 09:30:00-04:00,48641719,14487164,7388967,30608719,5674417
2024-07-23 10:30:00-04:00,28169071,5613064,6042663,15158734,4792762
2024-07-23 11:30:00-04:00,18814566,4005192,4384033,10587356,5695917
2024-07-23 12:30:00-04:00,16864842,2702795,3440068,9081683,2785028
2024-07-23 13:30:00-04:00,13664206,2342821,2742571,7084529,3180047
2024-07-23 14:30:00-04:00,13701470,2923540,2717902,7917590,3310987
2024-07-23 15:30:00-04:00,12363261,3348173,3762733,8562799,6715730
2024-07-24 09:30:00-04:00,63484089,7827718,11171284,61891916,8190762
2024-07-24 10:30:00-04:00,28765995,4830411,9222223,23586411,3755474
2024-07-24 11:30:00-04:00,44012042,4582088,6271860,22114907,3486232
2024-07-24 12:30:00-04:00,28457659,3153050,4492564,13416708,2921026
2024-07-24 13:30:00-04:00,30564696,2865746,3875716,11358068,3129758
2024-07-24 14:30:00-04:00,46626863,4842358,4462246,10978471,4036803
2024-07-24 15:30:00-04:00,41195868,4943653,7678488,12492984,5187360
2024-07-25 09:30:00-04:00,163680513,14228653,14511135,39538326,7491713
2024-07-25 10:30:00-04:00,89477205,7084431,7290939,14960290,4808930
2024-07-25 11:30:00-04:00,47594475,4836551,5424720,8830787,4389813
2024-07-25 12:30:00-04:00,35712222,3256817,4035246,9489761,5498802
2024-07-25 13:30:00-04:00,28498920,2865765,3151089,7035413,3119128
2024-07-25 14:30:00-04:00,34405238,2586412,3922802,8290726,4344677
2024-07-25 15:30:00-04:00,32874816,3624254,5667186,7546012,6511949
2024-07-26 09:30:00-04:00,81172349,7376448,10822541,29794607,10060398
2024-07-26 10:30:00-04:00,42142091,2905020,4349192,12768669,7467515
2024-07-26 11:30:00-04:00,28688049,2807311,4508080,11219473,6708280
2024-07-26 12:30:00-04:00,30674884,2506923,3011413,10404158,5078274
2024-07-26 13:30:00-04:00,29045758,2488632,3519375,10964294,3870864
2024-07-26 14:30:00-04:00,32996270,2840439,3261740,8988908,4201768
2024-07-26 15:30:00-04:00,22079736,3066715,4479378,5844514,6435652
2024-07-29 09:30:00-04:00,69794891,8015789,9684510,36409870,8455920
2024-07-29 10:30:00-04:00,40052015,3679648,5007715,25476956,4458305
2024-07-29 11:30:00-04:00,31038965,3183087,3349338,16224532,2437713
2024-07-29 12:30:00-04:00,21225100,2068049,2769535,15968555,3366139
2024-07-29 13:30:00-04:00,22137199,5872365,2855524,11273953,2352018
2024-07-29 14:30:00-04:00,23617972,2353389,3092834,10459281,3035637
2024-07-29 15:30:00-04:00,16308431,3533570,3984140,7883344,4787259
2024-07-30 09:30:00-04:00,87709693,10192311,8172417,27811472,9799726
2024-07-30 10:30:00-04:00,88707559,3728173,5639492,15533367,4087814
2024-07-30 11:30:00-04:00,63047127,3254141,3537121,14712048,3164625
2024-07-30 12:30:00-04:00,60621384,4504060,3365740,10708543,6017467
2024-07-30 13:30:00-04:00,42720603,2508494,3146102,9011627,3256782
2024-07-30 14:30:00-04:00,41919527,2327464,3328246,8314132,5070898
2024-07-30 15:30:00-04:00,42864912,3328968,5666938,8918631,6749049
2024-07-31 09:30:00-04:00,143006186,10451119,10706115,26163701,7884891
2024-07-31 10:30:00-04:00,54324447,3943025,5147851,8044026,4201426
2024-07-31 11:30:00-04:00,41236682,2522377,3107571,5001530,2746990
2024-07-31 12:30:00-04:00,31361626,2231179,3484238,3882591,2617539
2024-07-31 13:30:00-04:00,37471590,3163219,3509520,5356890,3040400
2024-07-31 14:30:00-04:00,64526635,4795205,4951278,7847766,8124425
2024-07-31 15:30:00-04:00,35006763,4271086,5618520,5073957,11145241
2024-08-01 09:30:00-04:00,112132353,12373723,10512069,19562544,9022535
2024-08-01 10:30:00-04:00,70536021,5929556,6309661,11793918,7515973
2024-08-01 11:30:00-04:00,55098465,6644074,4477931,8433570,5554295
2024-08-01 12:30:00-04:00,64696302,4858975,4455108,7936329,5673733
2024-08-01 13:30:00-04:00,67144853,4800635,6390068,9862869,5804810
2024-08-01 14:30:00-04:00,60761865,6592183,6030523,11885890,4983643
2024-08-01 15:30:00-04:00,43726685,8314298,7438049,7453786,7774673
2024-08-02 09:30:00-04:00,156234641,50298812,29536982,22183815,13695585
2024-08-02 10:30:00-04:00,66201323,22246988,14319380,16020906,6070352
2024-08-02 11:30:00-04:00,71037703,15483362,9098444,10036972,6090695
2024-08-02 12:30:00-04:00,41520288,9668122,7487153,7143669,5598145
2024-08-02 13:30:00-04:00,36381667,8142383,7549443,7350847,7726047
2024-08-02 14:30:00-04:00,35049214,13155882,6527167,6573542,7242072
2024-08-02 15:30:00-04:00,32770218,10297043,11042774,7248617,12477307
2024-08-05 09:30:00-04:00,219717072,30252093,43357359,40424313,22736105
2024-08-05 10:30:00-04:00,69152526,10679671,13404154,15368467,7907651
2024-08-05 11:30:00-04:00,54584350,9282905,8715135,9424117,8845316
2024-08-05 12:30:00-04:00,46683520,6790596,6246693,7882360,7015310
2024-08-05 13:30:00-04:00,35946881,4696634,5113963,6426186,5485262
2024-08-05 14:30:00-04:00,49136746,5505043,16677734,7868143,7329328
2024-08-05 15:30:00-04:00,40986446,6037592,11251750,5550463,6800605
2024-08-06 09:30:00-04:00,112195260,15017392,23694537,24773593,8203015
2024-08-06 10:30:00-04:00,59079314,7442115,7809373,9952250,4378434
2024-08-06 11:30:00-04:00,36703353,4943519,5843682,10320734,2915325
2024-08-06 12:30:00-04:00,42109332,4552973,4607591,6132590,2609310
2024-08-06 13:30:00-04:00,31089587,5192309,4690988,5303094,2669671
2024-08-06 14:30:00-04:00,39578841,6403181,5270629,7527018,5149924
2024-08-06 15:30:00-04:00,35121723,5334221,6503258,5632714,4975376
2024-08-07 09:30:00-04:00,104921272,11862567,15714668,20213739,13065924
2024-08-07 10:30:00-04:00,43503035,6259285,6367518,9186186,5310520
2024-08-07 11:30:00-04:00,42109919,4900046,5060827,6462147,3822667
2024-08-07 12:30:00-04:00,37899748,4664091,5212227,6616771,2910560
2024-08-07 13:30:00-04:00,51727967,4819688,5095212,8488446,4013542
2024-08-07 14:30:00-04:00,51064882,4311516,6015049,8501010,3704000
2024-08-07 15:30:00-04:00,37695630,5232186,5358011,5648987,5510443
2024-08-08 09:30:00-04:00,115266613,8652204,10203691,18549200,6247507
2024-08-08 10:30:00-04:00,58817609,5512824,4980328,10656557,4063716
2024-08-08 11:30:00-04:00,42794431,5143829,4471605,6284871,3352032
2024-08-08 12:30:00-04:00,37590838,5222551,3897513,6660679,3126751
2024-08-08 13:30:00-04:00,36015368,3589124,3971724,6611382,3219506
2024-08-08 14:30:00-04:00,34403070,4558229,3833831,6251148,3817349
2024-08-08 15:30:00-04:00,31984281,4567540,4665159,5335514,5242253
2024-08-09 09:30:00-04:00,97584505,10186940,7767530,19575427,4068683
2024-08-09 10:30:00-04:00,41596572,6126384,4852988,9745314,4561050
2024-08-09 11:30:00-04:00,31396088,4269352,3993538,5554785,2246873
2024-08-09 12:30:00-04:00,29275091,2489596,3806159,5149966,2092747
2024-08-09 13:30:00-04:00,29262613,2630194,3531367,6933667,1922127
2024-08-09 14:30:00-04:00,25841030,3094628,4226291,5342099,2424191
2024-08-09 15:30:00-04:00,20572931,3585943,5238718,3791396,3830438
2024-08-12 09:30:00-04:00,102807482,8896384,8545889,19474788,7827416
2024-08-12 10:30:00-04:00,53335163,4353256,5732544,9773737,3833876
2024-08-12 11:30:00-04:00,39307878,3101956,4072901,8079569,3290980
2024-08-12 12:30:00-04:00,31852587,2231915,3376508,6388532,2985164
2024-08-12 13:30:00-04:00,24741071,1953888,2928826,5629141,2188841
2024-08-12 14:30:00-04:00,26293122,1946706,2657864,4904156,2007932
2024-08-12 15:30:00-04:00,23392058,2859618,3179687,3796183,3748664
2024-08-13 09:30:00-04:00,96042652,8984062,11857628,25880045,3863907
2024-08-13 10:30:00-04:00,39974137,3795426,4325256,11426759,2217133
2024-08-13 11:30:00-04:00,29325937,3038896,3691243,6544179,1649121
2024-08-13 12:30:00-04:00,29217929,4116540,2825480,8609884,1660891
2024-08-13 13:30:00-04:00,27138655,5436037,3040248,6977880,1528999
2024-08-13 14:30:00-04:00,31015798,2712693,2559260,5924222,2250446
2024-08-13 15:30:00-04:00,25299640,3166531,3842702,6117019,3145268
2024-08-14 09:30:00-04:00,122788831,7587278,10322006,22552739,2912215
2024-08-14 10:30:00-04:00,50832315,3066848,4517827,11245196,1818934
2024-08-14 11:30:00-04:00,45641634,2861553,4029799,8315257,2915886
2024-08-14 12:30:00-04:00,30744647,2156648,3645945,8429152,2041947
2024-08-14 13:30:00-04:00,20995569,2025316,3099853,5828367,1850551
2024-08-14 14:30:00-04:00,21308145,2202008,2990194,5188418,3090201
2024-08-14 15:30:00-04:00,23950233,3512596,4112373,4611828,4042805
2024-08-15 09:30:00-04:00,98148596,16813481,9897134,32402752,7648898
2024-08-15 10:30:00-04:00,51715874,7821440,5316678,15140891,3822426
2024-08-15 11:30:00-04:00,29671304,4314459,3233561,9229338,3083643
2024-08-15 12:30:00-04:00,24981794,3281573,3507566,6059693,2594704
2024-08-15 13:30:00-04:00,28762902,3057847,2520626,8317936,2695940
2024-08-15 14:30:00-04:00,25787258,3519103,3818557,6949982,4164630
2024-08-15 15:30:00-04:00,24826433,4145260,5065291,6262977,5718475
2024-08-16 09:30:00-04:00,99498826,9142137,11905855,30918519,5979087
2024-08-16 10:30:00-04:00,56374052,3574631,4388806,15545035,2876513
2024-08-16 11:30:00-04:00,31267985,2788762,5068731,9435318,2385528
2024-08-16 12:30:00-04:00,26750261,3524713,4500362,6991370,2133945
2024-08-16 13:30:00-04:00,22699616,2357594,3023962,12098094,1827511
2024-08-16 14:30:00-04:00,21378972,2140628,2364036,6529516,2435347
2024-08-16 15:30:00-04:00,20179270,3085905,3252354,4610742,3888628
2024-08-19 09:30:00-04:00,84933999,7208270,9670189,30545235,5504737
2024-08-19 10:30:00-04:00,38992239,2787736,4193053,12758198,2814332
2024-08-19 11:30:00-04:00,37095647,2301239,3379602,6776894,2149766
2024-08-19 12:30:00-04:00,30152231,1706436,2649753,5262483,2010192
2024-08-19 13:30:00-04:00,36078372,1764627,3556772,4132438,2450770
2024-08-19 14:30:00-04:00,30868847,2689364,2814556,7639013,2573341
2024-08-19 15:30:00-04:00,28861712,3344991,4867293,4509379,4122267
2024-08-20 09:30:00-04:00,99170806,6208929,7693400,30218046,13563260
2024-08-20 10:30:00-04:00,52939434,3341996,3611714,12669569,7700528
2024-08-20 11:30:00-04:00,33310018,2063365,2572227,7069569,3857900
2024-08-20 12:30:00-04:00,24478747,1664669,2086631,6705494,2359016
2024-08-20 13:30:00-04:00,21742292,1885589,1991274,5122548,2450299
2024-08-20 14:30:00-04:00,23727927,1725880,2299219,5027763,3422152
2024-08-20 15:30:00-04:00,18986615,3044592,2581538,3876541,4489940
2024-08-21 09:30:00-04:00,71460495,9950184,8159799,24676894,5289198
2024-08-21 10:30:00-04:00,47216731,5290623,4755603,11618560,4135569
2024-08-21 11:30:00-04:00,26783326,3553476,2772090,7226905,4039150
2024-08-21 12:30:00-04:00,16794654,2478662,2061134,5733532,2521925
2024-08-21 13:30:00-04:00,24352335,2805845,2566714,6037421,3407464
2024-08-21 14:30:00-04:00,30157959,2826736,2984227,8398871,4579093
2024-08-21 15:30:00-04:00,20809110,3437268,3834165,3602472,5019447
2024-08-22 09:30:00-04:00,85725568,5954339,8837839,19018608,4201653
2024-08-22 10:30:00-04:00,38000789,2725384,3513476,12746713,3566633
2024-08-22 11:30:00-04:00,63197769,3798914,3401206,10246111,3050021
2024-08-22 12:30:00-04:00,34041711,1971405,2873698,6564971,2997448
2024-08-22 13:30:00-04:00,42415090,2383386,3951613,8558367,4051843
2024-08-22 14:30:00-04:00,36751142,2861703,2652812,6885961,3762274
