Datetime,NVDA,AMZN,AAPL,TSLA,BAC
2024-03-19 13:30:00-04:00,8413817,1756436,5001221,6069639,3414925
2024-03-19 14:30:00-04:00,7613758,1994215,5274655,6491916,3649228
2024-03-19 15:30:00-04:00,4727076,3053521,6908180,4573934,4228380
2024-03-20 09:30:00-04:00,12011096,4331096,8587629,21898797,5026943
2024-03-20 10:30:00-04:00,4896476,2452940,4488283,12859939,4324220
2024-03-20 11:30:00-04:00,4475041,2306944,3092842,8055564,3072383
2024-03-20 12:30:00-04:00,2737821,2117780,3578644,5565501,3729380
2024-03-20 13:30:00-04:00,6580118,3799459,6092320,9891655,5143313
2024-03-20 14:30:00-04:00,9694196,6165358,9778064,14483825,7288132
2024-03-20 15:30:00-04:00,4641824,3528759,7696922,7013455,6805469
2024-03-21 09:30:00-04:00,15829363,10151284,15825386,23813682,9698123
2024-03-21 10:30:00-04:00,6445643,3708909,27939112,11343908,7630971
2024-03-21 11:30:00-04:00,6274560,2581333,13930077,8229898,4019442
2024-03-21 12:30:00-04:00,4788666,1978415,7139429,7447560,3418702
2024-03-21 13:30:00-04:00,4467857,1781219,10317094,7539988,2795451
2024-03-21 14:30:00-04:00,4803416,2360203,9119635,6755584,4070054
2024-03-21 15:30:00-04:00,3003044,4001538,9723209,4729829,5570883
2024-03-22 09:30:00-04:00,14278090,5856847,22009712,29563107,5146146
2024-03-22 10:30:00-04:00,8301821,2833886,9035728,11807350,4218222
2024-03-22 11:30:00-04:00,10057503,2318942,5763015,8480748,2452985
2024-03-22 12:30:00-04:00,6571867,1590870,5023927,6585506,2786175
2024-03-22 13:30:00-04:00,5301287,1834315,4107617,6117863,2234325
2024-03-22 14:30:00-04:00,6502701,1930913,5786041,5610880,2993839
2024-03-22 15:30:00-04:00,5294356,2615217,7983892,4208041,4542453
2024-03-25 09:30:00-04:00,18159186,8543210,13738571,25717203,6060596
2024-03-25 10:30:00-04:00,7623825,3966894,6645377,12238562,2954936
2024-03-25 11:30:00-04:00,7143010,2498718,4597520,8335605,2848792
2024-03-25 12:30:00-04:00,4697710,1836760,4742467,7340495,2388758
2024-03-25 13:30:00-04:00,5156318,1666588,3830333,7450889,2289242
2024-03-25 14:30:00-04:00,5154926,2174161,3617953,6135414,3722756
2024-03-25 15:30:00-04:00,4372648,2716992,6913173,4172079,4203057
2024-03-26 09:30:00-04:00,13617498,6594707,12465952,43728498,4042997
2024-03-26 10:30:00-04:00,8169772,2526438,5336353,18572175,3586281
2024-03-26 11:30:00-04:00,5489642,2228953,5311150,15163750,3735928
2024-03-26 12:30:00-04:00,3913653,1568863,4667926,9668303,2605670
2024-03-26 13:30:00-04:00,5087493,1486708,4370611,7137225,5550158
2024-03-26 14:30:00-04:00,4636445,2034482,4054402,7294304,4065368
2024-03-26 15:30:00-04:00,6908379,5574081,9108998,6656129,4916629
2024-03-27 09:30:00-04:00,21111426,6584185,16062624,27545976,5449558
2024-03-27 10:30:00-04:00,7781960,2488218,5913439,11109929,3505889
2024-03-27 11:30:00-04:00,6010683,2596438,4655107,10015515,4596659
2024-03-27 12:30:00-04:00,4092211,3020879,3604513,10967543,3709832
2024-03-27 13:30:00-04:00,5143725,2059955,3957014,6548483,2877999
2024-03-27 14:30:00-04:00,6348559,2905557,5418271,6869910,3257697
2024-03-27 15:30:00-04:00,5310502,5288909,8611965,5130886,6803325
2024-03-28 09:30:00-04:00,14171478,8702223,14682071,24062190,5733112
2024-03-28 10:30:00-04:00,5957085,3642983,7903177,11360889,5508888
2024-03-28 11:30:00-04:00,4161774,3675353,5070981,8794395,4771382
2024-03-28 12:30:00-04:00,3035618,2384634,4292029,7012787,4154934
2024-03-28 13:30:00-04:00,3864234,2060034,4247361,6500874,3664726
2024-03-28 14:30:00-04:00,4204489,2646166,4699109,7107024,3551547
2024-03-28 15:30:00-04:00,3839963,4537120,6848121,6751175,5339912
2024-04-01 09:30:00-04:00,13388447,9473813,12016910,23947033,7071516
2024-04-01 10:30:00-04:00,8557830,3041220,5566284,15778216,4566681
2024-04-01 11:30:00-04:00,5871940,2334843,4325649,8095873,4200120
2024-04-01 12:30:00-04:00,4339496,1656035,2857559,7020081,2846800
2024-04-01 13:30:00-04:00,3396714,2027122,2605346,5705376,2915533
2024-04-01 14:30:00-04:00,4300936,2008967,3725960,7463119,2991177
2024-04-01 15:30:00-04:00,3539796,3658031,5786677,8080117,3877942
2024-04-02 09:30:00-04:00,12995530,7765904,11163207,45944518,6286523
2024-04-02 10:30:00-04:00,6943037,3425404,4826587,18110912,4348663
2024-04-02 11:30:00-04:00,5056494,3315798,4166243,11561980,3666379
2024-04-02 12:30:00-04:00,5304505,2128765,3340894,10328349,3772531
2024-04-02 13:30:00-04:00,3774636,2580051,3451310,7842816,3624825
2024-04-02 14:30:00-04:00,3553182,2698559,3699021,9287165,3680619
2024-04-02 15:30:00-04:00,3035114,3323785,6380958,7624184,4159489
2024-04-03 09:30:00-04:00,11721406,6589457,8758184,28452113,7414075
2024-04-03 10:30:00-04:00,5018830,3563153,6176025,14697502,5792095
2024-04-03 11:30:00-04:00,5041564,2801538,3684320,9160986,3702647
2024-04-03 12:30:00-04:00,3974099,1893363,3812096,7548281,2637348
2024-04-03 13:30:00-04:00,2638943,1837247,3156608,6305017,2321188
2024-04-03 14:30:00-04:00,4097377,3122067,6323307,6905111,3170902
2024-04-03 15:30:00-04:00,3021267,4095860,6602092,5745474,3270276
2024-04-04 09:30:00-04:00,10286634,8064628,9047827,20654187,6044333
2024-04-04 10:30:00-04:00,4041663,2907141,4545243,14602418,4576098
2024-04-04 11:30:00-04:00,3424944,3015504,4325890,24235039,2066722
2024-04-04 12:30:00-04:00,1928585,3323133,3395662,18530524,2723048
2024-04-04 13:30:00-04:00,4980878,3936649,6544667,14591713,4980449
2024-04-04 14:30:00-04:00,9283874,6534208,8346418,16685229,7196900
2024-04-04 15:30:00-04:00,6173316,6618912,8099922,8411932,5225751
2024-04-05 09:30:00-04:00,12669302,12684135,9721473,24109286,5666890
2024-04-05 10:30:00-04:00,5815035,5485336,4890929,35832522,4729554
2024-04-05 11:30:00-04:00,5532455,4381145,4669016,33509094,3316976
2024-04-05 12:30:00-04:00,3319922,3034060,3488779,10851922,2562102
2024-04-05 13:30:00-04:00,4318479,4751985,3347777,11943395,2953388
2024-04-05 14:30:00-04:00,3186909,2702754,4067851,9285106,2909336
2024-04-05 15:30:00-04:00,3287389,3640548,4423994,6992447,3967145
2024-04-08 09:30:00-04:00,9808849,10264091,8279940,34596513,6214621
2024-04-08 10:30:00-04:00,3889233,4236710,4718366,19988163,4032515
2024-04-08 11:30:00-04:00,3709516,4489749,4134102,12411967,3163625
2024-04-08 12:30:00-04:00,2502910,2623911,2982857,10201723,2565414
2024-04-08 13:30:00-04:00,2073294,2818350,2336490,9209623,2286268
2024-04-08 14:30:00-04:00,1898744,2826367,2798561,7396057,2308849
2024-04-08 15:30:00-04:00,2275585,4913467,4991117,6713614,4525533
2024-04-09 09:30:00-04:00,12851336,8670958,9892473,38534303,5676606
2024-04-09 10:30:00-04:00,13165537,5463662,5975622,19330662,4768308
2024-04-09 11:30:00-04:00,6782422,2916307,3680884,10152558,2398632
2024-04-09 12:30:00-04:00,3996878,2842575,3462971,7607076,2746093
2024-04-09 13:30:00-04:00,3527084,3051522,4167688,8713931,3101362
2024-04-09 14:30:00-04:00,4249604,3246925,4206061,6993827,3702106
2024-04-09 15:30:00-04:00,4124070,3776849,5472554,6772251,3915169
2024-04-10 09:30:00-04:00,16804948,10186746,14120359,29727090,8390917
2024-04-10 10:30:00-04:00,7184004,4341603,5526659,11723015,4425673
2024-04-10 11:30:00-04:00,3206540,2358970,4681455,8092570,3157628
2024-04-10 12:30:00-04:00,3823066,4434592,4311563,9608981,4553352
2024-04-10 13:30:00-04:00,3522439,3365602,4513653,7503971,3343816
2024-04-10 14:30:00-04:00,3624584,2998254,4221664,8486909,3560478
2024-04-10 15:30:00-04:00,3197817,3685029,5084905,6302575,5384844
2024-04-11 09:30:00-04:00,11659307,9199835,9488061,25670244,6841348
2024-04-11 10:30:00-04:00,6635265,3604855,7020839,12999339,3937779
2024-04-11 11:30:00-04:00,4372921,4941315,5616006,11559257,3656410
2024-04-11 12:30:00-04:00,5062113,4687311,9777671,11448297,4090381
2024-04-11 13:30:00-04:00,4584684,4145788,15507718,11754921,3217091
2024-04-11 14:30:00-04:00,4258716,3255882,15407602,10267391,3831467
2024-04-11 15:30:00-04:00,4393722,4170736,15008834,7293139,6557522
2024-04-12 09:30:00-04:00,10690776,10094646,35055623,19577662,8326856
2024-04-12 10:30:00-04:00,6382270,4543849,12592011,9702448,7624517
2024-04-12 11:30:00-04:00,4626748,4093749,8240618,6703861,6314344
2024-04-12 12:30:00-04:00,3972086,3517709,8466020,7520044,3950810
2024-04-12 13:30:00-04:00,3725508,2782420,6848567,6074790,4682643
2024-04-12 14:30:00-04:00,5652576,3642060,8125126,5055516,3683689
2024-04-12 15:30:00-04:00,4243479,3831780,10614487,4466963,5058802
2024-04-15 09:30:00-04:00,13465397,12053341,16099072,29921374,7893789
2024-04-15 10:30:00-04:00,5705203,4556084,9497153,12788735,4950473
2024-04-15 11:30:00-04:00,3773827,3241501,5334563,9203764,4895145
2024-04-15 12:30:00-04:00,5231174,5702022,6093345,10776147,5833173
2024-04-15 13:30:00-04:00,5208986,5524728,9423818,8908224,5252021
2024-04-15 14:30:00-04:00,4653509,4547606,6849808,11282727,4608435
2024-04-15 15:30:00-04:00,3931664,4767797,6819556,8574824,6085284
2024-04-16 09:30:00-04:00,11953371,8745268,14947039,38351202,24604196
2024-04-16 10:30:00-04:00,5269247,4029034,13407042,14656370,12360085
2024-04-16 11:30:00-04:00,3206382,2944796,11289116,9228598,12590753
2024-04-16 12:30:00-04:00,3425265,2198120,5079739,7454988,7568624
2024-04-16 13:30:00-04:00,5109524,4416040,8396515,10353475,8385499
2024-04-16 14:30:00-04:00,3758915,2848312,5187348,7243796,8929496
2024-04-16 15:30:00-04:00,2586753,3140214,5938491,6338233,11187726
2024-04-17 09:30:00-04:00,12291620,5813048,10358959,24995934,11218206
2024-04-17 10:30:00-04:00,6471729,4025275,7818704,11793018,8778148
2024-04-17 11:30:00-04:00,6236433,4249987,5853359,8618435,6959855
2024-04-17 12:30:00-04:00,6449583,4437321,4690283,9292436,4720851
2024-04-17 13:30:00-04:00,4174293,2475629,4907946,9294652,5084479
2024-04-17 14:30:00-04:00,6893615,2822975,4554925,9202942,8650854
2024-04-17 15:30:00-04:00,4846461,3101779,5025607,5633897,8519771
2024-04-18 09:30:00-04:00,14959178,6540095,9532841,34312166,6088685
2024-04-18 10:30:00-04:00,6669444,3590601,4639772,12446849,5593934
2024-04-18 11:30:00-04:00,4698641,2671760,3556423,10636886,4949527
2024-04-18 12:30:00-04:00,5967598,3814334,5691557,9597411,4664556
2024-04-18 13:30:00-04:00,4181825,3522679,4043124,9857402,3967416
2024-04-18 14:30:00-04:00,3550707,2764595,3707430,8198626,5382326
2024-04-18 15:30:00-04:00,2948517,2650162,4286307,5958315,5617112
2024-04-19 09:30:00-04:00,15037144,13647822,16054092,26773639,12907825
2024-04-19 10:30:00-04:00,8920753,4726306,6502988,13604575,7490122
2024-04-19 11:30:00-04:00,9133739,7066356,6573825,9438158,5963500
2024-04-19 12:30:00-04:00,7164574,4364305,6201635,8880497,5088043
2024-04-19 13:30:00-04:00,13162918,5828024,5158159,6588926,5273865
2024-04-19 14:30:00-04:00,17355551,5221644,6320854,9230390,6221535
2024-04-19 15:30:00-04:00,12405866,6057607,7970297,7819742,7466136
2024-04-22 09:30:00-04:00,21154394,9169007,9753629,40381924,6834887
2024-04-22 10:30:00-04:00,8235510,4812038,4939703,17535915,5345040
2024-04-22 11:30:00-04:00,6387836,2639174,4178724,12884527,4762267
2024-04-22 12:30:00-04:00,4908690,2420094,3510757,9213473,4461725
2024-04-22 13:30:00-04:00,6280711,3332683,5021219,8546359,5448234
2024-04-22 14:30:00-04:00,5796357,2960011,6192002,7400265,4903504
2024-04-22 15:30:00-04:00,4398981,2888235,5290621,7025584,6968413
2024-04-23 09:30:00-04:00,14302588,10168299,10992740,28785535,8183354
2024-04-23 10:30:00-04:00,8320513,4136130,6119113,14803416,5650074
2024-04-23 11:30:00-04:00,3995282,3877703,3828132,11187740,4882703
2024-04-23 12:30:00-04:00,4082518,2514115,4067219,10735466,3382048
2024-04-23 13:30:00-04:00,3969161,2891312,2849527,8625956,3666469
2024-04-23 14:30:00-04:00,3655758,3060208,3658150,10945395,4427049
2024-04-23 15:30:00-04:00,2945559,3309709,5719471,8190649,5203564
2024-04-24 09:30:00-04:00,12066327,8249456,9855592,73656909,5944282
2024-04-24 10:30:00-04:00,6451448,3981711,5213388,26990022,3834644
2024-04-24 11:30:00-04:00,6919355,3204455,6588577,20352004,2868860
2024-04-24 12:30:00-04:00,5642180,3265311,3760303,15304837,2365935
2024-04-24 13:30:00-04:00,5318998,2531417,3891894,13481414,2051915
2024-04-24 14:30:00-04:00,7265097,2439640,3796420,13449539,2817449
2024-04-24 15:30:00-04:00,4248804,3536160,5580723,9810245,4465072
2024-04-25 09:30:00-04:00,15117301,18613778,13123892,36579401,9129985
2024-04-25 10:30:00-04:00,5122840,4671005,4953755,19323273,4352557
2024-04-25 11:30:00-04:00,3921732,3920089,4246795,11211932,3981954
2024-04-25 12:30:00-04:00,3876508,3229667,3597812,10399163,3333605
2024-04-25 13:30:00-04:00,4338588,2884188,4047077,10895509,3576010
2024-04-25 14:30:00-04:00,4019430,3236719,5505667,18396779,3875166
2024-04-25 15:30:00-04:00,2649432,3402358,6221758,12422091,4601717
2024-04-26 09:30:00-04:00,16754833,10255255,9247096,32563248,4833483
2024-04-26 10:30:00-04:00,8388977,5094708,5410597,13774022,3034112
2024-04-26 11:30:00-04:00,5324011,5003010,3910867,12463856,2202977
2024-04-26 12:30:00-04:00,6376014,4461454,4152260,9491685,2571956
2024-04-26 13:30:00-04:00,5931426,3871752,4417993,10796111,2965491
2024-04-26 14:30:00-04:00,5350161,3415480,4106101,18007587,2900860
2024-04-26 15:30:00-04:00,4237289,5187432,6146863,8824762,4964070
2024-04-29 09:30:00-04:00,14474578,17474171,22509930,75090478,4764920
2024-04-29 10:30:00-04:00,5837288,6375697,7830323,35448701,2495745
2024-04-29 11:30:00-04:00,3286033,4575516,5706873,43316610,1917052
2024-04-29 12:30:00-04:00,3226060,3974404,4546336,29737688,1793016
2024-04-29 13:30:00-04:00,3276434,4946425,4501161,17899208,2744781
2024-04-29 14:30:00-04:00,3451280,5500575,5832343,19409066,4160172
2024-04-29 15:30:00-04:00,2870984,4358178,5978948,13849701,4569499
2024-04-30 09:30:00-04:00,10654101,13827172,9649989,38036813,4212723
2024-04-30 10:30:00-04:00,4999835,7345679,6074161,22629619,2665495
2024-04-30 11:30:00-04:00,3728916,6959880,3446845,17282261,1768597
2024-04-30 12:30:00-04:00,3497432,5514146,4148810,12882883,2356226
2024-04-30 13:30:00-04:00,2632093,5772299,3964263,9873548,3121041
2024-04-30 14:30:00-04:00,2973648,8526117,4786101,11346782,4635049
2024-04-30 15:30:00-04:00,3194492,14190997,11784580,8750890,4988843
2024-05-01 09:30:00-04:00,11638731,27902676,8294097,24060160,4658414
2024-05-01 10:30:00-04:00,7344460,10161395,4272367,14258516,1932883
2024-05-01 11:30:00-04:00,7355081,7702440,4126555,8530836,3251705
2024-05-01 12:30:00-04:00,4155228,5292435,2863605,7751209,2235371
2024-05-01 13:30:00-04:00,6443657,6567095,4066520,8332309,2854372
2024-05-01 14:30:00-04:00,11032145,20674725,8561606,15837148,7294331
2024-05-01 15:30:00-04:00,5296868,9779122,9451344,9553174,5630412
2024-05-02 09:30:00-04:00,12477964,14794427,16705177,27836617,5259702
2024-05-02 10:30:00-04:00,5044262,5252780,6210532,16222527,3622257
2024-05-02 11:30:00-04:00,3328691,4051817,6639465,11229712,2892511
2024-05-02 12:30:00-04:00,3191249,4636170,5497209,8898382,2909364
2024-05-02 13:30:00-04:00,3587337,7947807,6288261,7564950,4583101
2024-05-02 14:30:00-04:00,4058031,5412387,8749459,8114150,5813534
2024-05-02 15:30:00-04:00,2925267,5481575,9688076,5993646,5041166
2024-05-03 09:30:00-04:00,13341628,12693085,55819788,24000754,12028128
2024-05-03 10:30:00-04:00,5760484,6400873,17983283,13896005,3425864
2024-05-03 11:30:00-04:00,4067185,3127625,10376113,9146702,2752151
2024-05-03 12:30:00-04:00,4038656,2636132,12652093,7057860,2439327
2024-05-03 13:30:00-04:00,3757541,2638140,12223485,6323332,2208894
2024-05-03 14:30:00-04:00,4036069,2835576,16502580,6843926,2856439
2024-05-03 15:30:00-04:00,2798449,3639983,14886978,4485453,4041802
2024-05-06 09:30:00-04:00,13365123,9170391,21498066,26129893,5595676
2024-05-06 10:30:00-04:00,5409258,4486979,8234392,16246957,3082194
2024-05-06 11:30:00-04:00,3855268,2783178,7543780,9098173,1892147
2024-05-06 12:30:00-04:00,3227923,2214025,7567313,9805159,2542020
2024-05-06 13:30:00-04:00,2461294,2456414,7890598,7954680,3860234
2024-05-06 14:30:00-04:00,4023801,3413057,6903326,6685422,3355124
2024-05-06 15:30:00-04:00,3045041,4505239,8524836,4971914,4616294
2024-05-07 09:30:00-04:00,14514969,8428322,23887519,24290368,7298518
2024-05-07 10:30:00-04:00,6142070,3438315,10527042,10508670,3456077
2024-05-07 11:30:00-04:00,4671059,4325211,7432182,10428024,2447391
2024-05-07 12:30:00-04:00,3687597,2641935,6083145,6974535,2231435
2024-05-07 13:30:00-04:00,5275592,3081131,5530053,7226245,2163074
2024-05-07 14:30:00-04:00,4487396,3451180,4785926,7078075,3644202
2024-05-07 15:30:00-04:00,2579940,3350920,5031993,4567128,3502505
2024-05-08 09:30:00-04:00,9952112,7560631,10261929,30845527,4042929
2024-05-08 10:30:00-04:00,5491736,3184256,4657669,13431105,3288600
2024-05-08 11:30:00-04:00,4181991,1658758,4579068,10218208,2198252
2024-05-08 12:30:00-04:00,2877581,2023623,3047249,6355748,3103826
2024-05-08 13:30:00-04:00,2632864,2839483,3954343,5430277,2310865
2024-05-08 14:30:00-04:00,2807993,2434915,4937356,4772692,5003788
2024-05-08 15:30:00-04:00,2157622,2525534,5220918,4742302,4441820
2024-05-09 09:30:00-04:00,12955958,9944090,9634755,17247258,5028831
2024-05-09 10:30:00-04:00,5855052,6256707,5753829,11752556,2063312
2024-05-09 11:30:00-04:00,4150344,5588517,4233577,9410537,2013828
2024-05-09 12:30:00-04:00,3867824,5345475,6031102,5967441,2522475
2024-05-09 13:30:00-04:00,2788887,2959127,4829910,5910272,2122431
2024-05-09 14:30:00-04:00,3380138,3504487,4012982,7036495,3573382
2024-05-09 15:30:00-04:00,3158411,5603048,5820164,4831694,5840335
2024-05-10 09:30:00-04:00,13410490,9793921,12508339,22622907,6805356
2024-05-10 10:30:00-04:00,5357027,5789668,7423228,15377578,3112074
2024-05-10 11:30:00-04:00,3495866,2992925,3801053,10154465,3416150
2024-05-10 12:30:00-04:00,2596655,2259409,2997546,5604634,1626897
2024-05-10 13:30:00-04:00,2634074,2362048,4477086,5919526,2262804
2024-05-10 14:30:00-04:00,2339161,2270010,4005294,4962462,2560196
2024-05-10 15:30:00-04:00,2172975,3126365,5183512,4785931,4137438
2024-05-13 09:30:00-04:00,9149207,4760181,13788872,24931464,3484639
2024-05-13 10:30:00-04:00,4570468,4501764,9423195,11007307,2575941
2024-05-13 11:30:00-04:00,3898833,3383092,7602808,8172218,2267765
2024-05-13 12:30:00-04:00,3596173,2277297,8098301,6163019,2423123
2024-05-13 13:30:00-04:00,2144173,1878843,5453676,4994879,1617744
2024-05-13 14:30:00-04:00,1818728,1944396,6516486,4964265,2445299
2024-05-13 15:30:00-04:00,2201433,2963845,9250536,3675533,3881610
2024-05-14 09:30:00-04:00,9062354,9760787,14754549,27073084,4272752
2024-05-14 10:30:00-04:00,4874465,5381140,4957021,18137215,3039324
2024-05-14 11:30:00-04:00,3072277,4010028,3617615,9869506,2587080
2024-05-14 12:30:00-04:00,1851276,2639473,3012019,8365875,2298685
2024-05-14 13:30:00-04:00,3301272,2916916,5421425,7387378,1551319
2024-05-14 14:30:00-04:00,3595928,4853272,4923069,6955918,2010237
2024-05-14 15:30:00-04:00,2367470,3332621,5635981,5287905,5099145
2024-05-15 09:30:00-04:00,12993381,23255214,15211599,32366070,6449007
2024-05-15 10:30:00-04:00,7100580,15118877,10479415,12987751,2717928
2024-05-15 11:30:00-04:00,4674616,4969710,5434851,7988120,2154539
2024-05-15 12:30:00-04:00,3522868,11119838,6113081,6262411,2473815
2024-05-15 13:30:00-04:00,3552414,5263875,5363162,5688111,3815463
2024-05-15 14:30:00-04:00,3775007,5530272,6702029,4273147,1313276
2024-05-15 15:30:00-04:00,3406565,4520406,8181060,5311126,5466145
2024-05-16 09:30:00-04:00,11327307,10290668,13478830,19791967,5863882
2024-05-16 10:30:00-04:00,3925194,3888258,6494017,12541396,3074827
2024-05-16 11:30:00-04:00,3450020,4290460,5165187,7114996,3519354
2024-05-16 12:30:00-04:00,3132610,2635647,3483587,5141734,3030409
2024-05-16 13:30:00-04:00,2471718,4398734,3578815,4447139,2822683
2024-05-16 14:30:00-04:00,3015965,3659020,3752308,4285482,3116042
2024-05-16 15:30:00-04:00,3073840,4395530,6377484,3827266,5971871
2024-05-17 09:30:00-04:00,9991138,8074080,10313420,15893921,5185892
2024-05-17 10:30:00-04:00,4228577,4777977,3636563,18257580,3291162
2024-05-17 11:30:00-04:00,3099130,2342757,3477507,13519731,3172318
2024-05-17 12:30:00-04:00,2250788,2992523,2227185,8607406,1786874
2024-05-17 13:30:00-04:00,5263249,4083682,3173599,7511839,1823602
2024-05-17 14:30:00-04:00,5069548,2274486,3544941,6191770,1825233
2024-05-17 15:30:00-04:00,2847044,2992220,5767398,4355541,4632347
2024-05-20 09:30:00-04:00,10082991,8376966,11170451,22238476,3910082
2024-05-20 10:30:00-04:00,4203112,2716566,6619615,9889840,2282812
2024-05-20 11:30:00-04:00,3505353,2694251,3353981,7828000,3360444
2024-05-20 12:30:00-04:00,3913351,2787019,3398871,5824040,2899056
2024-05-20 13:30:00-04:00,2524909,3749146,2512725,5243885,4119143
2024-05-20 14:30:00-04:00,3315956,2433197,3014420,4155814,3332204
2024-05-20 15:30:00-04:00,2552996,4195516,4813353,4001966,3712318
2024-05-21 09:30:00-04:00,10670317,12968026,9575653,25305450,3699862
2024-05-21 10:30:00-04:00,5294755,9138884,5835087,10499161,2737779
2024-05-21 11:30:00-04:00,3443525,6915805,3296315,15054308,2322367
2024-05-21 12:30:00-04:00,2697859,5237832,3030314,10506818,2192835
2024-05-21 13:30:00-04:00,2038795,4503470,3614416,19257623,2530750
2024-05-21 14:30:00-04:00,2813608,3308797,3655229,17891554,3337944
2024-05-21 15:30:00-04:00,3374158,3152788,5302236,10595135,7681779
2024-05-22 09:30:00-04:00,11782061,7802648,6192624,28409000,4595046
2024-05-22 10:30:00-04:00,3716495,2986619,3840572,13024837,4080535
2024-05-22 11:30:00-04:00,3631083,2681248,3221517,9843889,3355593
2024-05-22 12:30:00-04:00,3034884,2342359,2593453,8797078,1872495
2024-05-22 13:30:00-04:00,7369072,2613679,3969834,9000171,4070722
2024-05-22 14:30:00-04:00,5299540,2973708,2705299,6866229,3539747
2024-05-22 15:30:00-04:00,5370151,3291883,4670368,5318433,8414276
2024-05-23 09:30:00-04:00,28324817,8135005,10163386,23590223,6158778
2024-05-23 10:30:00-04:00,10495735,3343670,6137975,11191091,4612923
2024-05-23 11:30:00-04:00,7444822,3821144,3243022,6365449,2443409
2024-05-23 12:30:00-04:00,5960933,2284026,3640141,5905273,4747623
2024-05-23 13:30:00-04:00,10378322,3872043,5194146,9540047,5442682
2024-05-23 14:30:00-04:00,10620818,3403456,4566990,6050446,3793408
2024-05-23 15:30:00-04:00,6101258,3493685,5803901,4874167,6303125
2024-05-24 09:30:00-04:00,13346199,5835131,9165795,19174737,4140731
2024-05-24 10:30:00-04:00,5623090,3668612,4878308,13179281,1803271
2024-05-24 11:30:00-04:00,3444567,2566682,3569741,7119451,2200905
2024-05-24 12:30:00-04:00,3967046,1635355,2486685,6496071,1625221
2024-05-24 13:30:00-04:00,4802601,1804194,3081217,6363772,1418414
2024-05-24 14:30:00-04:00,4761643,3875838,2750429,5147493,2601437
2024-05-24 15:30:00-04:00,4048131,3782917,3538245,4545287,3553259
2024-05-28 09:30:00-04:00,18523713,8468538,15396828,22387730,6011094
2024-05-28 10:30:00-04:00,7092034,3636167,5008372,8415391,2704300
2024-05-28 11:30:00-04:00,6919380,2570775,4381780,7786665,2149917
2024-05-28 12:30:00-04:00,7528042,2959513,3205058,4746570,1988512
2024-05-28 13:30:00-04:00,7442477,2720760,4766217,4456972,2023033
2024-05-28 14:30:00-04:00,7868887,2656779,5144489,5367771,2903521
2024-05-28 15:30:00-04:00,5435573,2911216,4991097,3588710,4636089
2024-05-29 09:30:00-04:00,19424028,9399774,12968690,16877980,5617722
2024-05-29 10:30:00-04:00,7910847,3321343,6819860,7541709,3097952
2024-05-29 11:30:00-04:00,4629624,2315929,4646271,6482306,2371857
2024-05-29 12:30:00-04:00,4955865,2475774,3262501,7077148,2222380
2024-05-29 13:30:00-04:00,6205792,1847448,4166095,4445038,1963479
2024-05-29 14:30:00-04:00,4781516,3009052,4716309,4985519,2377245
2024-05-29 15:30:00-04:00,4332985,3025667,6936004,4496951,4000931
2024-05-30 09:30:00-04:00,12388074,7389130,11192477,26180175,4428929
2024-05-30 10:30:00-04:00,8774789,3366581,5533218,16795965,3006183
2024-05-30 11:30:00-04:00,4082517,2168704,2975839,6310480,14068386
2024-05-30 12:30:00-04:00,2739769,1913806,3757523,6231529,4571442
2024-05-30 13:30:00-04:00,3331178,2312281,3362017,8086079,6361657
2024-05-30 14:30:00-04:00,5874557,2600716,4143522,6621663,6380078
2024-05-30 15:30:00-04:00,7381077,3649200,6616325,4255283,7200457
2024-05-31 09:30:00-04:00,14971421,11748160,10359581,18274811,9697496
2024-05-31 10:30:00-04:00,8808834,6554080,6925875,9980867,6341925
2024-05-31 11:30:00-04:00,6756449,4267418,4332092,7993642,3678626
2024-05-31 12:30:00-04:00,5171444,3800112,3119084,5493957,2531096
2024-05-31 13:30:00-04:00,4211154,4638924,2877661,4178140,4918987
2024-05-31 14:30:00-04:00,4447439,4634194,6023627,4355551,4966921
2024-05-31 15:30:00-04:00,5843684,8648631,9872872,6579300,12142676
2024-06-03 09:30:00-04:00,13449425,9214152,14806084,23619345,9749125
2024-06-03 10:30:00-04:00,6430156,3643926,6469352,9383241,3294016
2024-06-03 11:30:00-04:00,5027979,3412027,4781872,8866013,2585007
2024-06-03 12:30:00-04:00,3816982,2675963,4233538,9076381,2376323
2024-06-03 13:30:00-04:00,3655323,2303117,3561086,6348837,2320608
2024-06-03 14:30:00-04:00,4079312,2622025,3785048,4831062,2744371
2024-06-03 15:30:00-04:00,4098723,3343705,5118764,3717740,2969554
2024-06-04 09:30:00-04:00,12767207,6175526,10693104,21893898,4982722
2024-06-04 10:30:00-04:00,4748219,2568126,5032304,9400785,2498683
2024-06-04 11:30:00-04:00,3357263,3274054,3593838,5713011,2270229
2024-06-04 12:30:00-04:00,3941669,2311642,3308960,3926127,1651420
2024-06-04 13:30:00-04:00,3303767,2432646,5053574,4339850,2598979
2024-06-04 14:30:00-04:00,6138587,2716623,5071285,7684661,2301944
2024-06-04 15:30:00-04:00,3711841,3193767,4327507,4660211,3426216
2024-06-05 09:30:00-04:00,15143536,7235616,11655383,20028018,5511004
2024-06-05 10:30:00-04:00,5697791,4069969,6044987,9141849,2106460
2024-06-05 11:30:00-04:00,3993333,2662383,6551624,7481746,2498174
